CodigoReferenciaSKU;URL da imagem
ADFTO02;spaturbo.vteximg.com.br/arquivos/ids/155660/ADFTO02-20-284-29.jpg
ADFTO02;spaturbo.vteximg.com.br/arquivos/ids/155661/ADFTO02-20-285-29.jpg
ADIRTC02;spaturbo.vteximg.com.br/arquivos/ids/155662/ADIRTC02.jpg
ADIRTC03;spaturbo.vteximg.com.br/arquivos/ids/155663/ADIRTC03.jpg
ADKTEL01;spaturbo.vteximg.com.br/arquivos/ids/155664/ADKTEL01-20-281-29.jpg
ADKTEL01;spaturbo.vteximg.com.br/arquivos/ids/155665/ADKTEL01-20-284-29.jpg
ADKTEL01;spaturbo.vteximg.com.br/arquivos/ids/155666/ADKTEL01_ok.jpg
ADKTFO01;spaturbo.vteximg.com.br/arquivos/ids/217146/ADKTFO01.jpg
ADKTFO02;spaturbo.vteximg.com.br/arquivos/ids/217147/ADKTFO02.jpg
ADKTVL01;spaturbo.vteximg.com.br/arquivos/ids/194913/ADKTVL01I-.jpg
ADKTVL01;spaturbo.vteximg.com.br/arquivos/ids/194914/ADKTVL01I--.jpg
ADKTVL01;spaturbo.vteximg.com.br/arquivos/ids/194915/ADKTVL01I-.jpg
ADKTVL02;spaturbo.vteximg.com.br/arquivos/ids/198312/ADKTVL02.jpg
ADKTVL02;spaturbo.vteximg.com.br/arquivos/ids/198313/ADKTVL02--1-.jpg
ADKTVL02;spaturbo.vteximg.com.br/arquivos/ids/198314/ADKTVL02--5-.jpg
ADKTVL03;spaturbo.vteximg.com.br/arquivos/ids/214267/ADKTVL03I--3----Copia.jpg
ADKTVL03;spaturbo.vteximg.com.br/arquivos/ids/214268/ADKTVL03I--4-.jpg
ADKTVL03;spaturbo.vteximg.com.br/arquivos/ids/214269/ADKTVL03I--1-.jpg
ADKTVL03;spaturbo.vteximg.com.br/arquivos/ids/214270/ADKTVL03I--2-.jpg
ADKTVL04;spaturbo.vteximg.com.br/arquivos/ids/168255/ADKTVL04--1-.jpg
ADKTVL04;spaturbo.vteximg.com.br/arquivos/ids/168256/ADKTVL04--2-.jpg
ADKTVL05;spaturbo.vteximg.com.br/arquivos/ids/208265/DSCN5152.jpg
ADKTVL05;spaturbo.vteximg.com.br/arquivos/ids/208266/DSCN5150.jpg
ADKTVL05;spaturbo.vteximg.com.br/arquivos/ids/208267/DSCN5148.jpg
