;;;ML VELHA;;ML NOVA;;;;B2B - 1;B2B - 2;B2B - 3
;;100%;100%;95%;100%;95%;;B2C;15%;20%;30%
SKU;Descrição do Produto;Preço VTEX;Premium;Clássico;Premium;Clássico;Maior Preço;Menor Preço;Desconto;Desconto;Desconto
CMBMV1854JG029;kit forjado COMPLETO AP 1.8 turbo 83mm: Pistão SPA Super A pinos/travas/anéis + Bielas Super A 144 + Junta de cabeçote + Prisioneiros forjados; R$ 3.988.955,00 ;  ;  ;  ;  ; R$ 3.988.955,00 ; R$ 3.988.955,00 ; R$ 3.390.611,75 ; R$ 3.191.164,00 ; R$ 2.792.268,50 
CMBMV1854JG031;Kit Forjado AP 1.6 Turbo: Pistão SPA Super A com Pinos e Travas/Bielas Super A 149 1000 CV/ Grátis Anéis - (BJF/BWX/UNF) - Gol/Saveiro/Parati/ 85 a 09; R$ 5.747.405,00 ; R$ 6.049,90 ;  ;  ;  ; R$ 5.747.405,00 ; R$ 6.049,90 ; R$ 5.142,42 ; R$ 4.839,92 ; R$ 4.234,93 
CMBMV1854JG043;kit forjado AP 1.8 turbo 83mm: Pistão SPA Super A com pinos, travas e anéis + Bielas Super A 144 1000cv; R$ 5.869.005,00 ; R$ 6.177,90 ;  ;  ;  ; R$ 5.869.005,00 ; R$ 6.177,90 ; R$ 5.251,22 ; R$ 4.942,32 ; R$ 4.324,53 
CMBMV1854JG045;kit forjado COMPLETO AP 1.8 turbo 83mm: Pistão SPA Super A pinos/travas/anéis + Bielas Super A 144 + Junta de cabeçote + Prisioneiros forjados; R$ 3.988.955,00 ;  ;  ;  ;  ; R$ 3.988.955,00 ; R$ 3.988.955,00 ; R$ 3.390.611,75 ; R$ 3.191.164,00 ; R$ 2.792.268,50 
CMBMV1854JG046;     Kit Forjado Ap 1.8 83mm Pistão+biela+anéis+junta+prisioneiro;  ; R$ 1.000.000,00 ;  ;  ;  ; R$ 1.000.000,00 ; R$ 1.000.000,00 ; R$ 850.000,00 ; R$ 800.000,00 ; R$ 700.000,00 
CMBMV1854JG047;#N/D;  ;  ;  ;  ;  ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   
CMBMV1854JG049;     Kit Forjado Ap 1.8 83mm Pistão+biela+anéis+junta+prisioneiro;  ; R$ 1.000.000,00 ;  ;  ;  ; R$ 1.000.000,00 ; R$ 1.000.000,00 ; R$ 850.000,00 ; R$ 800.000,00 ; R$ 700.000,00 
CMBMV1854JG058;kit forjado COMPLETO AP 1.8 turbo 83mm: Pistão Super A pinos/travas/aneis + Bielas Basic 144mm + Junta de cabeçote + Prisioneiros; R$ 4.148.555,00 ;  ;  ;  ;  ; R$ 4.148.555,00 ; R$ 4.148.555,00 ; R$ 3.526.271,75 ; R$ 3.318.844,00 ; R$ 2.903.988,50 
CMBMV1854JG060;kit forjado COMPLETO AP 1.8 turbo 83mm: Pistão Super A pinos/travas/aneis + Bielas Basic 144mm + Junta de cabeçote + Prisioneiros; R$ 4.148.555,00 ;  ;  ;  ;  ; R$ 4.148.555,00 ; R$ 4.148.555,00 ; R$ 3.526.271,75 ; R$ 3.318.844,00 ; R$ 2.903.988,50 
CMBMV185B02013;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta em Aço 1,5 mm/Prisioneiro Forjado/Anéis - Motor (BNY/BJY/UDH/UPD) Gol 85 a 09; R$ 3.484,50 ; R$ 3.667,90 ; R$ 3.484,50 ;  ;  ; R$ 3.667,90 ; R$ 3.484,50 ; R$ 2.961,83 ; R$ 2.787,60 ; R$ 2.439,15 
CMBMV185B02015;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV185B02018;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta em Aço 1,5 mm/Prisioneiro Forjado/Anéis - Motor (BNY/BJY/UDH/UPD) Gol 85 a 09; R$ 3.484,50 ; R$ 3.667,90 ; R$ 3.484,50 ;  ;  ; R$ 3.667,90 ; R$ 3.484,50 ; R$ 2.961,83 ; R$ 2.787,60 ; R$ 2.439,15 
CMBMV185B02020;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV185B02028;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 6.753.455,00 ; R$ 7.108,90 ;  ;  ;  ; R$ 6.753.455,00 ; R$ 7.108,90 ; R$ 6.042,57 ; R$ 5.687,12 ; R$ 4.976,23 
CMBMV185B02029;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 6.753.455,00 ; R$ 7.108,90 ;  ;  ;  ; R$ 6.753.455,00 ; R$ 7.108,90 ; R$ 6.042,57 ; R$ 5.687,12 ; R$ 4.976,23 
CMBMV185B02033;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.146.055,00 ;  ;  ;  ;  ; R$ 5.146.055,00 ; R$ 5.146.055,00 ; R$ 4.374.146,75 ; R$ 4.116.844,00 ; R$ 3.602.238,50 
CMBMV185B02036;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.146.055,00 ;  ;  ;  ;  ; R$ 5.146.055,00 ; R$ 5.146.055,00 ; R$ 4.374.146,75 ; R$ 4.116.844,00 ; R$ 3.602.238,50 
CMBMV185B02050;Kit Forjado AP 1.8 Turbo: Pistão Super A pinos/Travas/Bielas Basic 144mm/Junta/Prisioneiros-Código Motor (BNY/BJY/UDH/UPD) Gol e Derivados 85 a 09; R$ 5.234.405,00 ; R$ 5.509,90 ; R$ 5.234,41 ;  ;  ; R$ 5.234.405,00 ; R$ 5.234,41 ; R$ 4.449,25 ; R$ 4.187,53 ; R$ 3.664,09 
CMBMV185B02052;Kit Forjado AP 1.8 Turbo: Pistão Super A pinos/Travas/Bielas Basic 144mm/Junta/Prisioneiros-Código Motor (BNY/BJY/UDH/UPD) Gol e Derivados 85 a 09; R$ 5.234.405,00 ; R$ 5.509,90 ; R$ 5.234,41 ;  ;  ; R$ 5.234.405,00 ; R$ 5.234,41 ; R$ 4.449,25 ; R$ 4.187,53 ; R$ 3.664,09 
CMBMV185DLC055;#N/D;  ;  ;  ;  ;  ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   
CMBMV185JG.061;kit forjado AP 1.8 turbo 83mm: Pistão SPA Super A com pinos, travas e anéis + Biela 144mm Basic 1100CV; R$ 3.689.705,00 ;  ;  ;  ;  ; R$ 3.689.705,00 ; R$ 3.689.705,00 ; R$ 3.136.249,25 ; R$ 2.951.764,00 ; R$ 2.582.793,50 
CMBMV185L29037;     Kit Forjado Ap 1.8 Pistão + Bielas + Junta + Prisioneiros ;  ; R$ 6.301,90 ; R$ 5.686,61 ;  ;  ; R$ 6.301,90 ; R$ 5.686,61 ; R$ 4.833,62 ; R$ 4.549,29 ; R$ 3.980,63 
CMBMV185L57022;GOLF WEEK - Kit Forjado 1.8 AP: Pistão / Pinos / Travas / Anéis / Biela Basic 1100 CV; R$ 4.361.355,00 ; R$ 4.590,90 ;  ;  ;  ; R$ 4.361.355,00 ; R$ 4.590,90 ; R$ 3.902,27 ; R$ 3.672,72 ; R$ 3.213,63 
CMBMV185L57023;Kit Forjado Vw 1.8 AP: Pistão + Biela 144mm Basic 1100cv + Pinos + Travas + Anéis; R$ 4.899,05 ; R$ 5.215,90 ;  ; R$ 5.272,90 ;  ; R$ 5.272,90 ; R$ 4.899,05 ; R$ 4.164,19 ; R$ 3.919,24 ; R$ 3.429,34 
CMBMV185L570622;     Kit Forjado Ap 1.8 Turbo Pistão Super A + Bielas 144mm Spa;  ;  ;  ;  ; R$ 4.725,90 ; R$ 4.725,90 ; R$ 4.725,90 ; R$ 4.017,02 ; R$ 3.780,72 ; R$ 3.308,13 
CMBMV185L60023;Kit Forjado Chevette (OHC): Pistão / Pinos / Travas / Anéis / BIELA FORJADA SUPER A 123MM 1000CV; R$ 5.693.255,00 ; R$ 5.992,90 ;  ;  ;  ; R$ 5.693.255,00 ; R$ 5.992,90 ; R$ 5.093,97 ; R$ 4.794,32 ; R$ 4.195,03 
CMBMV185L60025;Kit Forjado GM Chevette (OHC) Pistão, Pinos, Travas, Anéis, BIELA FORJADA SUPER A 123MM 1000CV + Coletor escape turbo pulsativo para cima T3; R$ 6.325.955,00 ; R$ 6.658,90 ; R$ 6.325,95 ;  ;  ; R$ 6.325.955,00 ; R$ 6.325,95 ; R$ 5.377,06 ; R$ 5.060,76 ; R$ 4.428,17 
CMBMV185S07039;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV185S09041;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV1860JG028;Kit Forjado AP 1.6 Turbo: Pistão SPA Super A com Pinos e Travas/Bielas Super A 149 1000 CV/ Grátis Anéis - (BJF/BWX/UNF) - Gol/Saveiro/Parati/ 85 a 09; R$ 5.747.405,00 ; R$ 6.049,90 ;  ;  ;  ; R$ 5.747.405,00 ; R$ 6.049,90 ; R$ 5.142,42 ; R$ 4.839,92 ; R$ 4.234,93 
CMBMV186B02036;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV186B02038;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV186B02040;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 6.753.455,00 ; R$ 7.108,90 ;  ;  ;  ; R$ 6.753.455,00 ; R$ 7.108,90 ; R$ 6.042,57 ; R$ 5.687,12 ; R$ 4.976,23 
CMBMV186B02043;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 6.753.455,00 ; R$ 7.108,90 ;  ;  ;  ; R$ 6.753.455,00 ; R$ 7.108,90 ; R$ 6.042,57 ; R$ 5.687,12 ; R$ 4.976,23 
CMBMV186B06018;Super kit forjado AP 2.0 8V turbo bloco alto: Pistões 83,5mm + Bielas 154mm + Pinos + Junta 0,5mm; R$ 6.042.855,00 ;  ; R$ 6.042,86 ;  ;  ; R$ 6.042.855,00 ; R$ 6.042,86 ; R$ 5.136,43 ; R$ 4.834,29 ; R$ 4.230,00 
CMBMV186B06021;Super kit forjado AP 2.0 8V turbo bloco alto: Pistões 83,5mm + Bielas 154mm + Pinos + Junta 0,5mm; R$ 6.042.855,00 ;  ; R$ 6.042,86 ;  ;  ; R$ 6.042.855,00 ; R$ 6.042,86 ; R$ 5.136,43 ; R$ 4.834,29 ; R$ 4.230,00 
CMBMV186DLC044;#N/D;  ;  ;  ;  ;  ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   
CMBMV186DLC046;#N/D;  ;  ;  ;  ;  ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   
CMBMV186L57025;GOLF WEEK - Kit Forjado 1.8 AP: Pistão / Pinos / Travas / Anéis / Biela Basic 1100 CV; R$ 4.361.355,00 ; R$ 4.590,90 ;  ;  ;  ; R$ 4.361.355,00 ; R$ 4.590,90 ; R$ 3.902,27 ; R$ 3.672,72 ; R$ 3.213,63 
CMBMV186L57026;Kit Forjado Vw 1.8 AP: Pistão + Biela 144mm Basic 1100cv + Pinos + Travas + Anéis; R$ 4.899,05 ; R$ 5.215,90 ;  ; R$ 5.272,90 ;  ; R$ 5.272,90 ; R$ 4.899,05 ; R$ 4.164,19 ; R$ 3.919,24 ; R$ 3.429,34 
CMBMV186L570622;     Kit Forjado Ap 1.8 Turbo Pistão Super A + Bielas 144mm Spa;  ;  ;  ;  ; R$ 4.725,90 ; R$ 4.725,90 ; R$ 4.725,90 ; R$ 4.017,02 ; R$ 3.780,72 ; R$ 3.308,13 
CMBMV186L60013;Kit Forjado Chevette (OHC): Pistão / Pinos / Travas / Anéis / BIELA FORJADA SUPER A 123MM 1000CV; R$ 5.693.255,00 ; R$ 5.992,90 ;  ;  ;  ; R$ 5.693.255,00 ; R$ 5.992,90 ; R$ 5.093,97 ; R$ 4.794,32 ; R$ 4.195,03 
CMBMV186L60015;Kit Forjado GM Chevette (OHC) Pistão, Pinos, Travas, Anéis, BIELA FORJADA SUPER A 123MM 1000CV + Coletor escape turbo pulsativo para cima T3; R$ 6.325.955,00 ; R$ 6.658,90 ; R$ 6.325,95 ;  ;  ; R$ 6.325.955,00 ; R$ 6.325,95 ; R$ 5.377,06 ; R$ 5.060,76 ; R$ 4.428,17 
CMBMV186N06036;     Kit Forjado Ap 1.8 Pistão + Bielas + Junta + Prisioneiros ;  ; R$ 6.301,90 ; R$ 5.686,61 ;  ;  ; R$ 6.301,90 ; R$ 5.686,61 ; R$ 4.833,62 ; R$ 4.549,29 ; R$ 3.980,63 
CMBMV186N06038;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.146.055,00 ;  ;  ;  ;  ; R$ 5.146.055,00 ; R$ 5.146.055,00 ; R$ 4.374.146,75 ; R$ 4.116.844,00 ; R$ 3.602.238,50 
CMBMV186N06040;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.986.805,00 ; R$ 6.301,90 ; R$ 5.686,61 ;  ;  ; R$ 5.986.805,00 ; R$ 5.686,61 ; R$ 4.833,62 ; R$ 4.549,29 ; R$ 3.980,63 
CMBMV186S07032;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV186S09034;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV1871JG02;Kit Forjado AP 1.8 Turbo: Pistão SPA Super A e Biela Super A-Beam 144mm 1200 CV Parafusos 7/16 -Código Motor (BNY/BJY/UDH/UPD) Gol e Derivados 85 a 09; R$ 7.529.605,00 ; R$ 7.925,90 ;  ; R$ 5.272,90 ;  ; R$ 7.529.605,00 ; R$ 5.272,90 ; R$ 4.481,97 ; R$ 4.218,32 ; R$ 3.691,03 
CMBMV1871JG026;Kit Forjado AP 1.6 Turbo: Pistão SPA Super A com Pinos e Travas/Bielas Super A 149 1000 CV/ Grátis Anéis - (BJF/BWX/UNF) - Gol/Saveiro/Parati/ 85 a 09; R$ 5.747.405,00 ; R$ 6.049,90 ;  ;  ;  ; R$ 5.747.405,00 ; R$ 6.049,90 ; R$ 5.142,42 ; R$ 4.839,92 ; R$ 4.234,93 
CMBMV18757029;     Kit Forjado Ap 1.8 Pistão Super A C/ Pinos + Biela 144mm Spa;  ; R$ 4.764,90 ; R$ 4.526,66 ;  ;  ; R$ 4.764,90 ; R$ 4.526,66 ; R$ 3.847,66 ; R$ 3.621,33 ; R$ 3.168,66 
CMBMV187B02049;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV187B02051;Pistão Forjado AP 1.8 Turbo SPA Super A/Pinos/Travas/Junta +Prisioneiro +Anéis +Biela Basic; R$ 5.424.405,00 ; R$ 5.709,90 ;  ;  ;  ; R$ 5.424.405,00 ; R$ 5.709,90 ; R$ 4.853,42 ; R$ 4.567,92 ; R$ 3.996,93 
CMBMV187B02053;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 4.855.355,00 ;  ;  ;  ;  ; R$ 4.855.355,00 ; R$ 4.855.355,00 ; R$ 4.127.051,75 ; R$ 3.884.284,00 ; R$ 3.398.748,50 
CMBMV187B02056;Kit Forjado Completo AP 1.6 Turbo: Pistão SPA/ Pinos e Travas/ Bielas Super A 149/Junta de Cabeçote/Prisioneiros Forjados -BJF/BWX/UNF - Gol 85 a 09; R$ 4.855.355,00 ;  ;  ;  ;  ; R$ 4.855.355,00 ; R$ 4.855.355,00 ; R$ 4.127.051,75 ; R$ 3.884.284,00 ; R$ 3.398.748,50 
CMBMV187B06023;Super kit forjado AP 2.0 8V turbo bloco alto: Pistões 83,75mm + Bielas 154mm + Pinos + Junta 0,5mm; R$ 4.546.605,00 ;  ; R$ 4.546,61 ;  ;  ; R$ 4.546.605,00 ; R$ 4.546,61 ; R$ 3.864,62 ; R$ 3.637,29 ; R$ 3.182,63 
CMBMV187B06025;Super kit forjado AP 2.0 8V turbo bloco alto: Pistões 83,75mm + Bielas 154mm + Pinos + Junta 0,5mm; R$ 2.871.755,00 ;  ;  ;  ;  ; R$ 2.871.755,00 ; R$ 2.871.755,00 ; R$ 2.440.991,75 ; R$ 2.297.404,00 ; R$ 2.010.228,50 
CMBMV187DLC040;#N/D;  ;  ;  ;  ;  ; R$ -   ; R$ -   ; R$ -   ; R$ -   ; R$ -   
CMBMV187L57028;GOLF WEEK - Kit Forjado 1.8 AP: Pistão / Pinos / Travas / Anéis / Biela Basic 1100 CV; R$ 4.507.655,00 ; R$ 4.590,90 ; R$ 4.745,16 ;  ;  ; R$ 4.507.655,00 ; R$ 4.590,90 ; R$ 3.902,27 ; R$ 3.672,72 ; R$ 3.213,63 
CMBMV187L57029;Kit Forjado Vw 1.8 AP: Pistão + Biela 144mm Basic 1100cv + Pinos + Travas + Anéis; R$ 4.899,05 ;  ;  ;  ;  ; R$ 4.899,05 ; R$ 4.899,05 ; R$ 4.164,19 ; R$ 3.919,24 ; R$ 3.429,34 
CMBMV187L60013;Kit Forjado Chevette (OHC): Pistão / Pinos / Travas / Anéis / BIELA FORJADA SUPER A 123MM 1000CV; R$ 5.693.255,00 ; R$ 5.992,90 ;  ;  ;  ; R$ 5.693.255,00 ; R$ 5.992,90 ; R$ 5.093,97 ; R$ 4.794,32 ; R$ 4.195,03 
CMBMV187L60015;Kit Forjado GM Chevette (OHC) Pistão, Pinos, Travas, Anéis, BIELA FORJADA SUPER A 123MM 1000CV + Coletor escape turbo pulsativo para cima T3; R$ 6.325.955,00 ; R$ 6.658,90 ; R$ 6.325,95 ;  ;  ; R$ 6.325.955,00 ; R$ 6.325,95 ; R$ 5.377,06 ; R$ 5.060,76 ; R$ 4.428,17 
CMBMV187N06034;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.986.805,00 ; R$ 6.301,90 ; R$ 5.686,61 ;  ;  ; R$ 5.986.805,00 ; R$ 5.686,61 ; R$ 4.833,62 ; R$ 4.549,29 ; R$ 3.980,63 
CMBMV187N06037;Kit Forjado Completo AP 1.8 Turbo: Pistão SPA / Pino / Trava / Bielas Super A 144 / Junta / Prisioneiros - Gol e Derivados 85 a 09; R$ 5.986.805,00 ; R$ 6.301,90 ;  ;  ;  ; R$ 5.986.805,00 ; R$ 6.301,90 ; R$ 5.356,62 ; R$ 5.041,52 ; R$ 4.411,33 
CMBMV187S07030;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV187S09032;kit forjado AP 1.8: Pistão e Bielas 144 Super A + Junta de cabeçote + Prisioneiros forjados + Coletor MI 8 Bicos e Bomba 14Bar e Suporte; R$ 4.273.955,00 ;  ; R$ 4.273,95 ;  ;  ; R$ 4.273.955,00 ; R$ 4.273,95 ; R$ 3.632,86 ; R$ 3.419,16 ; R$ 2.991,77 
CMBMV2014JG024;          Pistão Prisioneiro Forjado Spa/anéis/pinos/junta;  ; R$ 2.442,78 ; R$ 2.243,81 ;  ;  ; R$ 2.442,78 ; R$ 2.243,81 ; R$ 1.907,24 ; R$ 1.795,05 ; R$ 1.570,67 
CMBMV2019JG029;     Kit Forjado Ap 2.0 Pistão + Bielas + Junta + Prisioneiros ;  ;  ; R$ 6.086,55 ;  ;  ; R$ 6.086,55 ; R$ 6.086,55 ; R$ 5.173,57 ; R$ 4.869,24 ; R$ 4.260,59 
CMBMV201B02061;GOL WEEK - kit forjado AP 2.0 turbo: PISTÃO CÔNC. FORJ. SUPER A PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prision. + Biela Basic; R$ 3.997.505,00 ;  ;  ;  ;  ; R$ 3.997.505,00 ; R$ 3.997.505,00 ; R$ 3.397.879,25 ; R$ 3.198.004,00 ; R$ 2.798.253,50 
CMBMV201B02062;Kit forjado AP 2.0 turbo: PISTÃO CÔNCAVO FORJADO - SPA LINHA SUPER A COM PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prisioneiro; R$ 3.494.005,00 ;  ;  ;  ;  ; R$ 3.494.005,00 ; R$ 3.494.005,00 ; R$ 2.969.904,25 ; R$ 2.795.204,00 ; R$ 2.445.803,50 
CMBMV201B02065;kit forjado AP 2.0 turbo: PISTÃO CÔNC. FORJ. SUPER A PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prision. + Biela Basic; R$ 6.252.805,00 ; R$ 6.581,90 ;  ;  ;  ; R$ 6.252.805,00 ; R$ 6.581,90 ; R$ 5.594,62 ; R$ 5.265,52 ; R$ 4.607,33 
CMBMV201B02066;     Kit Forjado Ap 2.0 Bloco Alto Pistão+biela+junta+prisioneiro;  ; R$ 5.245,90 ; R$ 5.565,95 ;  ;  ; R$ 5.565,95 ; R$ 5.245,90 ; R$ 4.459,02 ; R$ 4.196,72 ; R$ 3.672,13 
CMBMV201B02067;GOL WEEK - kit forjado AP 2.0 turbo: PISTÃO CÔNC. FORJ. SUPER A PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prision. + Biela Basic; R$ 3.997.505,00 ;  ;  ;  ;  ; R$ 3.997.505,00 ; R$ 3.997.505,00 ; R$ 3.397.879,25 ; R$ 3.198.004,00 ; R$ 2.798.253,50 
CMBMV201B02068;Kit forjado AP 2.0 turbo: PISTÃO CÔNCAVO FORJADO - SPA LINHA SUPER A COM PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prisioneiro; R$ 3.494.005,00 ;  ;  ;  ;  ; R$ 3.494.005,00 ; R$ 3.494.005,00 ; R$ 2.969.904,25 ; R$ 2.795.204,00 ; R$ 2.445.803,50 
CMBMV201B02070;PISTÃO FORJADO PARA VW AP 2.0 TURBO SUPER A COM PINOS 63,45X20MM E TRAVAS (JOGO COM 4 UNIDADES) + JUNTA CABEÇOTE EM AÇO 1,5MM; R$ 6.086.555,00 ; R$ 6.406,90 ; R$ 6.086,55 ;  ;  ; R$ 6.086.555,00 ; R$ 6.086,55 ; R$ 5.173,57 ; R$ 4.869,24 ; R$ 4.260,59 
CMBMV201B02071;kit forjado AP 2.0 turbo: PISTÃO CÔNC. FORJ. SUPER A PINOS 63,45X20MM E TRAVAS + Aneis + Junta + Prision. + Biela Basic; R$ 6.252.805,00 ; R$ 6.581,90 ;  ;  ;  ; R$ 6.252.805,00 ; R$ 6.581,90 ; R$ 5.594,62 ; R$ 5.265,52 ; R$ 4.607,33 
CMBMV201B02072;     Kit Forjado Ap 2.0 Bloco Alto Pistão+biela+junta+prisioneiro;  ; R$ 5.245,90 ; R$ 5.565,95 ;  ;  ; R$ 5.565,95 ; R$ 5.245,90 ; R$ 4.459,02 ; R$ 4.196,72 ; R$ 3.672,13 
CMBMV201B02073;Kit Forjado Super A Completo AP 2.0 Turbo Bloco Alto: Pistão / Pinos / Travas / Bielas 1000cv / Junta / Prisioneiros / Junta; R$ 5.565,95 ;  ;  ;  ;  ; R$ 5.565,95 ; R$ 5.565,95 ; R$ 4.731,06 ; R$ 4.452,76 ; R$ 3.896,17 
CMBMV201B02077;Kit Forjado Super A Completo AP 2.0 Turbo Bloco Alto: Pistão / Pinos / Travas / Bielas 1000cv / Junta / Prisioneiros / Junta; R$ 5.565,95 ;  ;  ;  ;  ; R$ 5.565,95 ; R$ 5.565,95 ; R$ 4.731,06 ; R$ 4.452,76 ; R$ 3.896,17 
CMBMV201B02080;Kit Forjado Completo AP 2.0 Turbo: Pistão Super A Pinos / Travas / Bielas Super A 144 / Junta / Prisioneiros -Gol 89 a 15; R$ 5.520.355,00 ;  ;  ;  ;  ; R$ 5.520.355,00 ; R$ 5.520.355,00 ; R$ 4.692.301,75 ; R$ 4.416.284,00 ; R$ 3.864.248,50 
CMBMV201B02083;Kit Forjado Completo AP 2.0 Turbo: Pistão Super A Pinos / Travas / Bielas Super A 144 / Junta / Prisioneiros -Gol 89 a 15; R$ 5.520.355,00 ;  ;  ;  ;  ; R$ 5.520.355,00 ; R$ 5.520.355,00 ; R$ 4.692.301,75 ; R$ 4.416.284,00 ; R$ 3.864.248,50 
